605;C00600;44
605;C00601;44
605;C00602;44
605;C00603;44
605;C00604;44
605;C00605;44
605;C00606;44
605;C00607;44
605;C00608;44
605;C00609;44
605;C00610;44
605;C00611;44
605;C00612;44
605;C00613;44
605;C00614;44
605;C00615;44
605;C00616;44
605;C00617;44
605;C00618;44
605;C00619;44
605;C00620;44
605;C00621;44
605;C00622;44
605;C00623;44
605;C00625;44
605;C00628;44
605;C00629;44
605;C00631;44
605;C00632;44
605;C00633;44
605;C00634;44
605;C00635;44
605;C00636;44
605;C00637;44
605;C00638;44
605;C00639;44
605;C00640;44
605;C00641;44
605;C00642;44
605;C00643;44
605;C00644;44
605;C00645;44
605;C00646;44
605;C00647;44
605;C00648;44
605;C00649;44
605;C00650;44
605;C00651;44
605;C00652;44
605;C00653;44
605;C00654;44
605;C00655;44
605;C00656;44
610;C00600;44
610;C00601;44
610;C00602;44
610;C00603;44
610;C00604;44
610;C00605;44
610;C00606;44
610;C00607;44
610;C00608;44
610;C00609;44
610;C00610;44
610;C00611;44
610;C00612;44
610;C00613;44
610;C00614;44
610;C00615;44
610;C00616;44
610;C00617;44
610;C00618;44
610;C00619;44
610;C00620;44
610;C00621;44
610;C00622;44
610;C00623;44
610;C00625;44
610;C00628;44
610;C00629;44
610;C00631;44
610;C00632;44
610;C00633;44
610;C00634;44
610;C00635;44
610;C00636;44
610;C00637;44
610;C00638;44
610;C00639;44
610;C00640;44
610;C00641;44
610;C00642;44
610;C00643;44
610;C00644;44
610;C00645;44
610;C00646;44
610;C00647;44
610;C00648;44
610;C00649;44
610;C00650;44
610;C00651;44
610;C00652;44
610;C00653;44
610;C00654;44
610;C00655;44
610;C00656;44
611;C00600;44
611;C00601;44
611;C00602;44
611;C00603;44
611;C00604;44
611;C00605;44
611;C00606;44
611;C00607;44
611;C00608;44
611;C00609;44
611;C00610;44
611;C00611;44
611;C00612;44
611;C00613;44
611;C00614;44
611;C00615;44
611;C00616;44
611;C00617;44
611;C00618;44
611;C00619;44
611;C00620;44
611;C00621;44
611;C00622;44
611;C00623;44
611;C00625;44
611;C00628;44
611;C00629;44
611;C00631;44
611;C00632;44
611;C00633;44
611;C00634;44
611;C00635;44
611;C00636;44
611;C00637;44
611;C00638;44
611;C00639;44
611;C00640;44
611;C00641;44
611;C00642;44
611;C00643;44
611;C00644;44
611;C00645;44
611;C00646;44
611;C00647;44
611;C00648;44
611;C00649;44
611;C00650;44
611;C00651;44
611;C00652;44
611;C00653;44
611;C00654;44
611;C00655;44
611;C00656;44
325;C00600;44
325;C00601;44
325;C00602;44
325;C00603;44
325;C00604;44
325;C00605;44
325;C00606;44
325;C00607;44
325;C00608;44
325;C00609;44
325;C00610;44
325;C00611;44
325;C00612;44
325;C00613;44
325;C00614;44
325;C00615;44
325;C00616;44
325;C00617;44
325;C00618;44
325;C00619;44
325;C00620;44
325;C00621;44
325;C00622;44
325;C00623;44
325;C00625;44
325;C00628;44
325;C00629;44
325;C00631;44
325;C00632;44
325;C00633;44
325;C00634;44
325;C00635;44
325;C00636;44
325;C00637;44
325;C00638;44
325;C00639;44
325;C00640;44
325;C00641;44
325;C00642;44
325;C00643;44
325;C00644;44
325;C00645;44
325;C00646;44
325;C00647;44
325;C00648;44
325;C00649;44
325;C00650;44
325;C00651;44
325;C00652;44
325;C00653;44
325;C00654;44
325;C00655;44
325;C00656;44
573;C00600;44
573;C00601;44
573;C00602;44
573;C00603;44
573;C00604;44
573;C00605;44
573;C00606;44
573;C00607;44
573;C00608;44
573;C00609;44
573;C00610;44
573;C00611;44
573;C00612;44
573;C00613;44
573;C00614;44
573;C00615;44
573;C00616;44
573;C00617;44
573;C00618;44
573;C00619;44
573;C00620;44
573;C00621;44
573;C00622;44
573;C00623;44
573;C00625;44
573;C00628;44
573;C00629;44
573;C00631;44
573;C00632;44
573;C00633;44
573;C00634;44
573;C00635;44
573;C00636;44
573;C00637;44
573;C00638;44
573;C00639;44
573;C00640;44
573;C00641;44
573;C00642;44
573;C00643;44
573;C00644;44
573;C00645;44
573;C00646;44
573;C00647;44
573;C00648;44
573;C00649;44
573;C00650;44
573;C00651;44
573;C00652;44
573;C00653;44
573;C00654;44
573;C00655;44
573;C00656;44
203;C00600;44
203;C00601;44
203;C00602;44
203;C00603;44
203;C00604;44
203;C00605;44
203;C00606;44
203;C00607;44
203;C00608;44
203;C00609;44
203;C00610;44
203;C00611;44
203;C00612;44
203;C00613;44
203;C00614;44
203;C00615;44
203;C00616;44
203;C00617;44
203;C00618;44
203;C00619;44
203;C00620;44
203;C00621;44
203;C00622;44
203;C00623;44
203;C00625;44
203;C00628;44
203;C00629;44
203;C00631;44
203;C00632;44
203;C00633;44
203;C00634;44
203;C00635;44
203;C00636;44
203;C00637;44
203;C00638;44
203;C00639;44
203;C00640;44
203;C00641;44
203;C00642;44
203;C00643;44
203;C00644;44
203;C00645;44
203;C00646;44
203;C00647;44
203;C00648;44
203;C00649;44
203;C00650;44
203;C00651;44
203;C00652;44
203;C00653;44
203;C00654;44
203;C00655;44
203;C00656;44
516;C00600;44
516;C00601;44
516;C00602;44
516;C00603;44
516;C00604;44
516;C00605;44
516;C00606;44
516;C00607;44
516;C00608;44
516;C00609;44
516;C00610;44
516;C00611;44
516;C00612;44
516;C00613;44
516;C00614;44
516;C00615;44
516;C00616;44
516;C00617;44
516;C00618;44
516;C00619;44
516;C00620;44
516;C00621;44
516;C00622;44
516;C00623;44
516;C00625;44
516;C00628;44
516;C00629;44
516;C00631;44
516;C00632;44
516;C00633;44
516;C00634;44
516;C00635;44
516;C00636;44
516;C00637;44
516;C00638;44
516;C00639;44
516;C00640;44
516;C00641;44
516;C00642;44
516;C00643;44
516;C00644;44
516;C00645;44
516;C00646;44
516;C00647;44
516;C00648;44
516;C00649;44
516;C00650;44
516;C00651;44
516;C00652;44
516;C00653;44
516;C00654;44
516;C00655;44
516;C00656;44
515;C00600;44
515;C00601;44
515;C00602;44
515;C00603;44
515;C00604;44
515;C00605;44
515;C00606;44
515;C00607;44
515;C00608;44
515;C00609;44
515;C00610;44
515;C00611;44
515;C00612;44
515;C00613;44
515;C00614;44
515;C00615;44
515;C00616;44
515;C00617;44
515;C00618;44
515;C00619;44
515;C00620;44
515;C00621;44
515;C00622;44
515;C00623;44
515;C00625;44
